id_autor|id_idioma|link|idioma|desIdioma
87755203656389|0|877552036563890|ES|Espanhol
87755203656389|1|877552036563891|DE|Alemão
87755203656389|2|877552036563892|EN|Inglês
25676317083994|0|256763170839940|PT|Português
25676317083994|1|256763170839941|EN|Inglês
25676317083994|2|256763170839942|ES|Espanhol
81929094607041|0|819290946070410|EN|Inglês
81929094607041|1|819290946070411|FR|Francês
81929094607041|2|819290946070412|ES|Espanhol
81929094607041|3|819290946070413|IT|Italiano
20260009287248|0|202600092872480|PT|Português
20260009287248|1|202600092872481|EN|Inglês
20260009287248|2|202600092872482|ES|Espanhol
20260009287248|3|202600092872483|FR|Francês
20260009287248|4|202600092872484|IT|Italiano
82477234683343|0|824772346833430|EN|Inglês
82477234683343|1|824772346833431|ES|Espanhol
82477234683343|2|824772346833432|PT|Português
54259785006041|0|542597850060410|EN|Inglês
54259785006041|1|542597850060411|ES|Espanhol
54259785006041|2|542597850060412|FR|Francês
54259785006041|3|542597850060413|PT|Português
05674046432508|0|056740464325080|EN|Inglês
05674046432508|1|056740464325081|ES|Espanhol
65845129285508|0|658451292855080|ES|Espanhol
65845129285508|1|658451292855081|EN|Inglês
65845129285508|2|658451292855082|PT|Português
65845129285508|3|658451292855083|FR|Francês
65845129285508|4|658451292855084|IT|Italiano
54919666653220|0|549196666532200|EN|Inglês
54919666653220|1|549196666532201|PT|Português
54919666653220|2|549196666532202|ES|Espanhol
19624495480547|0|196244954805470|EN|Inglês
41380162852800|0|413801628528000|EN|Inglês
55998711979194|0|559987119791940|EN|Inglês
55998711979194|1|559987119791941|IT|Italiano
55998711979194|2|559987119791942|ES|Espanhol
04501146244643|0|045011462446430|EN|Inglês
04501146244643|1|045011462446431|ES|Espanhol
04501146244643|2|045011462446432|PT|Português
50632960242405|0|506329602424050|PT|Português
50632960242405|1|506329602424051|ES|Espanhol
50632960242405|2|506329602424052|EN|Inglês
50632960242405|3|506329602424053|FR|Francês
96520397561324|0|965203975613240|EN|Inglês
96520397561324|1|965203975613241|ES|Espanhol
42247762832979|0|422477628329790|PT|Português
42247762832979|1|422477628329791|EN|Inglês
42247762832979|2|422477628329792|ES|Espanhol
30003968017559|0|300039680175590|EN|Inglês
30003968017559|1|300039680175591|ES|Espanhol
30003968017559|2|300039680175592|IT|Italiano
30003968017559|3|300039680175593|IW|Hebraico
30003968017559|4|300039680175594|FR|Francês
60402697060392|0|604026970603920|EN|Inglês
60402697060392|1|604026970603921|FR|Francês
60402697060392|2|604026970603922|IT|Italiano
60402697060392|3|604026970603923|ES|Espanhol
43415661294559|0|434156612945590|EN|Inglês
43415661294559|1|434156612945591|ES|Espanhol
43415661294559|2|434156612945592|IT|Italiano
43415661294559|3|434156612945593|FR|Francês
43085454508615|0|430854545086150|PT|Português
43085454508615|1|430854545086151|EN|Inglês
43085454508615|2|430854545086152|FR|Francês
43085454508615|3|430854545086153|ES|Espanhol
39900917750691|0|399009177506910|EN|Inglês
39900917750691|1|399009177506911|FR|Francês
39900917750691|2|399009177506912|ES|Espanhol
07339806759377|0|073398067593770|PT|Português
07339806759377|1|073398067593771|EN|Inglês
07339806759377|2|073398067593772|FR|Francês
88301910033518|0|883019100335180|PT|Português
78090032041466|0|780900320414660|EN|Inglês
78090032041466|1|780900320414661|ES|Espanhol
88240093484543|0|882400934845430|EN|Inglês
88240093484543|1|882400934845431|IT|Italiano
74315804017222|0|743158040172220|EN|Inglês
85572512158746|0|855725121587460|EN|Inglês
16353138272838|0|163531382728380|EN|Inglês
92833000957075|0|928330009570750|ES|Espanhol
01164079971715|0|011640799717150|PT|Português
01164079971715|1|011640799717151|ES|Espanhol
01164079971715|2|011640799717152|EN|Inglês
01164079971715|3|011640799717153|FR|Francês
01164079971715|4|011640799717154|CA|Catalão
02164029393344|0|021640293933440|PT|Português
02164029393344|1|021640293933441|ES|Espanhol
02164029393344|2|021640293933442|EN|Inglês
02164029393344|3|021640293933443|SV|Sueco
02164029393344|4|021640293933444|FR|Francês
02164029393344|5|021640293933445|DE|Alemão
02164029393344|6|021640293933446|CA|Catalão
20262358450007|0|202623584500070|ES|Espanhol
20262358450007|1|202623584500071|EN|Inglês
18197743952758|0|181977439527580|ES|Espanhol
18197743952758|1|181977439527581|EN|Inglês
34374529960970|0|343745299609700|EN|Inglês
34374529960970|1|343745299609701|ES|Espanhol
34374529960970|2|343745299609702|PT|Português
07011625196648|0|070116251966480|EN|Inglês
07011625196648|1|070116251966481|FR|Francês
24974104338199|0|249741043381990|EN|Inglês
24974104338199|1|249741043381991|FR|Francês
24974104338199|2|249741043381992|PT|Português
78526244621931|0|785262446219310|EN|Inglês
82310478084029|0|823104780840290|ES|Espanhol
82310478084029|1|823104780840291|EN|Inglês
82310478084029|2|823104780840292|IT|Italiano
82310478084029|3|823104780840293|CA|Catalão
18391660819227|0|183916608192270|EN|Inglês
18391660819227|1|183916608192271|FR|Francês
18391660819227|2|183916608192272|ES|Espanhol
02660488969834|0|026604889698340|EN|Inglês
02660488969834|1|026604889698341|ES|Espanhol
02660488969834|2|026604889698342|FR|Francês
06496100470299|0|064961004702990|EN|Inglês
06496100470299|1|064961004702991|IT|Italiano
06496100470299|2|064961004702992|ES|Espanhol
06496100470299|3|064961004702993|PT|Português
28958035598438|0|289580355984380|EN|Inglês
28958035598438|1|289580355984381|PT|Português
28958035598438|2|289580355984382|FR|Francês
71782600728348|0|717826007283480|EN|Inglês
71782600728348|1|717826007283481|ES|Espanhol
71782600728348|2|717826007283482|FR|Francês
30361658504406|0|303616585044060|ES|Espanhol
30361658504406|1|303616585044061|EN|Inglês
30361658504406|2|303616585044062|FR|Francês
30361658504406|3|303616585044063|QU|Quichua
13067101385440|0|130671013854400|EN|Inglês
13067101385440|1|130671013854401|ES|Espanhol
13067101385440|2|130671013854402|FR|Francês
13067101385440|3|130671013854403|PT|Português
05606778953371|0|056067789533710|EN|Inglês
05606778953371|1|056067789533711|ES|Espanhol
70883710338227|0|708837103382270|EN|Inglês
70883710338227|1|708837103382271|ES|Espanhol
70883710338227|2|708837103382272|FR|Francês
33538691830145|0|335386918301450|EN|Inglês
22259751390693|0|222597513906930|EN|Inglês
22259751390693|1|222597513906931|ES|Espanhol
22259751390693|2|222597513906932|DE|Alemão
77467029991118|0|774670299911180|PT|Português
77467029991118|1|774670299911181|EN|Inglês
46841563850436|0|468415638504360|EN|Inglês
46841563850436|1|468415638504361|ES|Espanhol
32614695901416|0|326146959014160|EN|Inglês
32614695901416|1|326146959014161|FR|Francês
50474708574053|0|504747085740530|EN|Inglês
50474708574053|1|504747085740531|FR|Francês
50474708574053|2|504747085740532|ES|Espanhol
81328742303653|0|813287423036530|DE|Alemão
81328742303653|1|813287423036531|EN|Inglês
81328742303653|2|813287423036532|FR|Francês
30563131041136|0|305631310411360|EN|Inglês
30563131041136|1|305631310411361|PT|Português
47157840592913|0|471578405929130|EN|Inglês
85238443038579|0|852384430385790|EN|Inglês
53962690732683|0|539626907326830|EN|Inglês
11322410973385|0|113224109733850|EN|Inglês
85858940513067|0|858589405130670|EN|Inglês
85858940513067|1|858589405130671|UK|Ucraniâno
85858940513067|2|858589405130672|PT|Português
85858940513067|3|858589405130673|FR|Francês
43845465341019|0|438454653410190|EN|Inglês
73054084018191|0|730540840181910|PT|Português
73054084018191|1|730540840181911|EN|Inglês
73054084018191|2|730540840181912|FR|Francês
00862803602149|0|008628036021490|EN|Inglês
83938123105493|0|839381231054930|EN|Inglês
00358669537195|0|003586695371950|EN|Inglês
00358669537195|1|003586695371951|FR|Francês
06034162135390|0|060341621353900|EN|Inglês
06034162135390|1|060341621353901|PT|Português
39814271237417|0|398142712374170|EN|Inglês
39814271237417|1|398142712374171|ES|Espanhol
45291840795928|0|452918407959280|EN|Inglês
45291840795928|1|452918407959281|ES|Espanhol
86205043909317|0|862050439093170|DE|Alemão
86205043909317|1|862050439093171|EN|Inglês
86205043909317|2|862050439093172|ES|Espanhol
86205043909317|3|862050439093173|FR|Francês
86205043909317|4|862050439093174|IT|Italiano
54028088891512|0|540280888915120|FR|Francês
54028088891512|1|540280888915121|EN|Inglês
54028088891512|2|540280888915122|SV|Sueco
54028088891512|3|540280888915123|ES|Espanhol
58983308518609|0|589833085186090|EN|Inglês
58983308518609|1|589833085186091|FR|Francês
05802654455100|0|058026544551000|EN|Inglês
37986175572481|0|379861755724810|EN|Inglês
37986175572481|1|379861755724811|PT|Português
37986175572481|2|379861755724812|ES|Espanhol
70981286370303|0|709812863703030|EN|Inglês
70981286370303|1|709812863703031|ES|Espanhol
92118955006184|0|921189550061840|EN|Inglês
92118955006184|1|921189550061841|PT|Português
94976437756969|0|949764377569690|PT|Português
94976437756969|1|949764377569691|ES|Espanhol
94976437756969|2|949764377569692|EN|Inglês
00592282487417|0|005922824874170|EN|Inglês
00592282487417|1|005922824874171|PT|Português
00592282487417|2|005922824874172|IT|Italiano
95348221754328|0|953482217543280|ES|Espanhol
95348221754328|1|953482217543281|EN|Inglês
77018883308415|0|770188833084150|EN|Inglês
77018883308415|1|770188833084151|ES|Espanhol
53927915438535|0|539279154385350|EN|Inglês
53927915438535|1|539279154385351|DE|Alemão
67296629840549|0|672966298405490|EN|Inglês
67296629840549|1|672966298405491|PT|Português
68580286534316|0|685802865343160|EN|Inglês
68580286534316|1|685802865343161|ES|Espanhol
62574207370950|0|625742073709500|EN|Inglês
62574207370950|1|625742073709501|ES|Espanhol
46312479579570|0|463124795795700|EN|Inglês
46312479579570|1|463124795795701|ES|Espanhol
02993901875277|0|029939018752770|EN|Inglês
02993901875277|1|029939018752771|ES|Espanhol
20245663416615|0|202456634166150|ES|Espanhol
20245663416615|1|202456634166151|IT|Italiano
20245663416615|2|202456634166152|FR|Francês
20245663416615|3|202456634166153|EN|Inglês
20245663416615|4|202456634166154|DE|Alemão
20245663416615|5|202456634166155|PT|Português
20245663416615|6|202456634166156|CA|Catalão
87256941320925|0|872569413209250|ES|Espanhol
87256941320925|1|872569413209251|EN|Inglês
87256941320925|2|872569413209252|PT|Português
93192561400733|0|931925614007330|EN|Inglês
93192561400733|1|931925614007331|DE|Alemão
98530673906425|0|985306739064250|PT|Português
98530673906425|1|985306739064251|EN|Inglês
98530673906425|2|985306739064252|FR|Francês
98530673906425|3|985306739064253|JA|Japonês
12731242323579|0|127312423235790|EN|Inglês
12731242323579|1|127312423235791|PT|Português
65795262850820|0|657952628508200|EN|Inglês
77644773849043|0|776447738490430|EN|Inglês
77644773849043|1|776447738490431|ES|Espanhol
46673730395392|0|466737303953920|ES|Espanhol
46673730395392|1|466737303953921|FR|Francês
46673730395392|2|466737303953922|EN|Inglês
46673730395392|3|466737303953923|CA|Catalão
46673730395392|4|466737303953924|PT|Português
93972715230641|0|939727152306410|EN|Inglês
82469523085517|0|824695230855170|EN|Inglês
82469523085517|1|824695230855171|ES|Espanhol
30649789772469|0|306497897724690|FR|Francês
30649789772469|1|306497897724691|PT|Português
30649789772469|2|306497897724692|EN|Inglês
30649789772469|3|306497897724693|DE|Alemão
88563656904692|0|885636569046920|EN|Inglês
88563656904692|1|885636569046921|ES|Espanhol
78636711668297|0|786367116682970|ES|Espanhol
78636711668297|1|786367116682971|EN|Inglês
78636711668297|2|786367116682972|PT|Português
70549591745263|0|705495917452630|EN|Inglês
99562496640292|0|995624966402920|ES|Espanhol
99562496640292|1|995624966402921|EN|Inglês
29784737835446|0|297847378354460|EN|Inglês
29784737835446|1|297847378354461|PT|Português
83709942839032|0|837099428390320|EN|Inglês
83709942839032|1|837099428390321|ES|Espanhol
83709942839032|2|837099428390322|PT|Português
17651910340729|0|176519103407290|EN|Inglês
17651910340729|1|176519103407291|PT|Português
17651910340729|2|176519103407292|ES|Espanhol
65203462258754|0|652034622587540|EN|Inglês
65203462258754|1|652034622587541|ES|Espanhol
65203462258754|2|652034622587542|FR|Francês
26584242026703|0|265842420267030|EN|Inglês
26584242026703|1|265842420267031|ES|Espanhol
26584242026703|2|265842420267032|FR|Francês
19337662024862|0|193376620248620|EN|Inglês
19337662024862|1|193376620248621|ES|Espanhol
10808766116337|0|108087661163370|EN|Inglês
10808766116337|1|108087661163371|IT|Italiano
10808766116337|2|108087661163372|ES|Espanhol
27201093718098|0|272010937180980|EN|Inglês
27201093718098|1|272010937180981|ES|Espanhol
31331936609504|0|313319366095040|EN|Inglês
31331936609504|1|313319366095041|ES|Espanhol
31331936609504|2|313319366095042|FR|Francês
87351005376845|0|873510053768450|ES|Espanhol
87351005376845|1|873510053768451|PT|Português
87351005376845|2|873510053768452|EN|Inglês
88825500228941|0|888255002289410|EN|Inglês
88825500228941|1|888255002289411|ES|Espanhol
88825500228941|2|888255002289412|FR|Francês
25528533942372|0|255285339423720|EN|Inglês
25528533942372|1|255285339423721|ES|Espanhol
99015049616828|0|990150496168280|EN|Inglês
99015049616828|1|990150496168281|ES|Espanhol
99015049616828|2|990150496168282|DE|Alemão
99015049616828|3|990150496168283|PT|Português
27324756659206|0|273247566592060|DE|Alemão
27324756659206|1|273247566592061|EN|Inglês
27324756659206|2|273247566592062|ES|Espanhol
27304067293085|0|273040672930850|EN|Inglês
27304067293085|1|273040672930851|FR|Francês
27304067293085|2|273040672930852|PT|Português
86184940275369|0|861849402753690|EN|Inglês
86184940275369|1|861849402753691|FR|Francês
67036331518331|0|670363315183310|EN|Inglês
67036331518331|1|670363315183311|RU|Russo
67036331518331|2|670363315183312|ES|Espanhol
01652617167877|0|016526171678770|EN|Inglês
61847197059663|0|618471970596630|EN|Inglês
61847197059663|1|618471970596631|FR|Francês
29860377382126|0|298603773821260|IT|Italiano
29860377382126|1|298603773821261|EN|Inglês
25365653431535|0|253656534315350|EN|Inglês
63553634422386|0|635536344223860|PT|Português
63553634422386|1|635536344223861|EN|Inglês
63553634422386|2|635536344223862|ES|Espanhol
75188539559957|0|751885395599570|EN|Inglês
75188539559957|1|751885395599571|ES|Espanhol
75188539559957|2|751885395599572|PT|Português
75188539559957|3|751885395599573|IW|Hebraico
64701855770284|0|647018557702840|EN|Inglês
64701855770284|1|647018557702841|ES|Espanhol
34040548103596|0|340405481035960|EN|Inglês
34040548103596|1|340405481035961|PT|Português
34040548103596|2|340405481035962|FR|Francês
05696000045218|0|056960000452180|FR|Francês
05696000045218|1|056960000452181|EN|Inglês
87031091210444|0|870310912104440|FA|Persa
87031091210444|1|870310912104441|EN|Inglês
87031091210444|2|870310912104442|PT|Português
87031091210444|3|870310912104443|AR|Árabe
04086299921323|0|040862999213230|EN|Inglês
04086299921323|1|040862999213231|FR|Francês
04086299921323|2|040862999213232|ES|Espanhol
82096485836278|0|820964858362780|EN|Inglês
82096485836278|1|820964858362781|FR|Francês
81060219061831|0|810602190618310|EN|Inglês
81060219061831|1|810602190618311|IT|Italiano
40951178648368|0|409511786483680|EN|Inglês
40951178648368|1|409511786483681|FR|Francês
46820476416273|0|468204764162730|ES|Espanhol
01580020088062|0|015800200880620|FR|Francês
01580020088062|1|015800200880621|EN|Inglês
01580020088062|2|015800200880622|PT|Português
27550014469250|0|275500144692500|ES|Espanhol
27550014469250|1|275500144692501|EN|Inglês
27550014469250|2|275500144692502|JA|Japonês
27550014469250|3|275500144692503|PT|Português
48591013863307|0|485910138633070|EN|Inglês
48591013863307|1|485910138633071|ES|Espanhol
31595993126896|0|315959931268960|EN|Inglês
31595993126896|1|315959931268961|IT|Italiano
31595993126896|2|315959931268962|ES|Espanhol
31595993126896|3|315959931268963|FR|Francês
32437340737784|0|324373407377840|ES|Espanhol
32437340737784|1|324373407377841|EN|Inglês
32437340737784|2|324373407377842|IT|Italiano
64116932419121|0|641169324191210|EN|Inglês
64116932419121|1|641169324191211|ES|Espanhol
84500318304899|0|845003183048990|ES|Espanhol
84500318304899|1|845003183048991|EN|Inglês
62290755400077|0|622907554000770|EN|Inglês
62290755400077|1|622907554000771|FR|Francês
62290755400077|2|622907554000772|PT|Português
62290755400077|3|622907554000773|IT|Italiano
34126580663691|0|341265806636910|EN|Inglês
15364890309488|0|153648903094880|EN|Inglês
15364890309488|1|153648903094881|ES|Espanhol
04147669620762|0|041476696207620|EN|Inglês
04147669620762|1|041476696207621|PT|Português
97626789072458|0|976267890724580|EN|Inglês
97626789072458|1|976267890724581|ES|Espanhol
97626789072458|2|976267890724582|FR|Francês
97626789072458|3|976267890724583|IT|Italiano
92148520792494|0|921485207924940|EN|Inglês
37013694739824|0|370136947398240|ES|Espanhol
37013694739824|1|370136947398241|EN|Inglês
44198352280617|0|441983522806170|EN|Inglês
44198352280617|1|441983522806171|ES|Espanhol
22563000280000|0|225630002800000|EN|Inglês
22563000280000|1|225630002800001|ES|Espanhol
22563000280000|2|225630002800002|IT|Italiano
35374077584809|0|353740775848090|EN|Inglês
35374077584809|1|353740775848091|FR|Francês
35374077584809|2|353740775848092|PT|Português
72353185945116|0|723531859451160|FR|Francês
72353185945116|1|723531859451161|ES|Espanhol
72353185945116|2|723531859451162|EN|Inglês
72353185945116|3|723531859451163|PT|Português
03440105813133|0|034401058131330|EN|Inglês
03440105813133|1|034401058131331|ES|Espanhol
14684136004825|0|146841360048250|PT|Português
14684136004825|1|146841360048251|EN|Inglês
78269345182335|0|782693451823350|EN|Inglês
78269345182335|1|782693451823351|DE|Alemão
78269345182335|2|782693451823352|PT|Português
65891118155756|0|658911181557560|EN|Inglês
65891118155756|1|658911181557561|ES|Espanhol
65891118155756|2|658911181557562|IT|Italiano
65891118155756|3|658911181557563|FR|Francês
07966865106408|0|079668651064080|ES|Espanhol
65660938685770|0|656609386857700|EN|Inglês
61036067372326|0|610360673723260|EN|Inglês
61036067372326|1|610360673723261|FR|Francês
61036067372326|2|610360673723262|SV|Sueco
51363252480706|0|513632524807060|EN|Inglês
51363252480706|1|513632524807061|ES|Espanhol
12288622038633|0|122886220386330|EN|Inglês
59355669801528|0|593556698015280|EN|Inglês
69086173430177|0|690861734301770|ES|Espanhol
69086173430177|1|690861734301771|EN|Inglês
92454946814918|0|924549468149180|EN|Inglês
92454946814918|1|924549468149181|ES|Espanhol
78128276418169|0|781282764181690|EN|Inglês
78128276418169|1|781282764181691|ES|Espanhol
65767001236584|0|657670012365840|PT|Português
65767001236584|1|657670012365841|EN|Inglês
65767001236584|2|657670012365842|ES|Espanhol
65767001236584|3|657670012365843|ES|Espanhol
65767001236584|4|657670012365844|IT|Italiano
65767001236584|5|657670012365845|FR|Francês
39124958673322|0|391249586733220|EN|Inglês
39124958673322|1|391249586733221|PT|Português
39124958673322|2|391249586733222|ES|Espanhol
39124958673322|3|391249586733223|DE|Alemão
30628563698262|0|306285636982620|EN|Inglês
30885482169499|0|308854821694990|PT|Português
02679279260042|0|026792792600420|FR|Francês
02679279260042|1|026792792600421|EN|Inglês
02679279260042|2|026792792600422|ES|Espanhol
60422863593477|0|604228635934770|EN|Inglês
60422863593477|1|604228635934771|PT|Português
60422863593477|2|604228635934772|ES|Espanhol
02787473720818|0|027874737208180|EN|Inglês
02787473720818|1|027874737208181|ES|Espanhol
02787473720818|2|027874737208182|FR|Francês
02787473720818|3|027874737208183|IT|Italiano
41154793251961|0|411547932519610|EN|Inglês
41154793251961|1|411547932519611|ES|Espanhol
41154793251961|2|411547932519612|FR|Francês
41154793251961|3|411547932519613|PT|Português
13906394405222|0|139063944052220|IT|Italiano
13906394405222|1|139063944052221|EN|Inglês
13906394405222|2|139063944052222|PT|Português
13906394405222|3|139063944052223|FR|Francês
88623413125339|0|886234131253390|FR|Francês
88623413125339|1|886234131253391|EN|Inglês
88623413125339|2|886234131253392|ES|Espanhol
65756121721735|0|657561217217350|EN|Inglês
65756121721735|1|657561217217351|ES|Espanhol
65756121721735|2|657561217217352|FR|Francês
73723591083358|0|737235910833580|EN|Inglês
50248887581084|0|502488875810840|IT|Italiano
50248887581084|1|502488875810841|EN|Inglês
50248887581084|2|502488875810842|FR|Francês
10356035827181|0|103560358271810|EN|Inglês
77559773788201|0|775597737882010|PT|Português
77559773788201|1|775597737882011|EN|Inglês
66103198034845|0|661031980348450|EN|Inglês
66103198034845|1|661031980348451|ES|Espanhol
66103198034845|2|661031980348452|IT|Italiano
66103198034845|3|661031980348453|FR|Francês
11388362277178|0|113883622771780|EN|Inglês
11388362277178|1|113883622771781|PT|Português
11388362277178|2|113883622771782|ES|Espanhol
50108880191355|0|501088801913550|EN|Inglês
33774155890470|0|337741558904700|EN|Inglês
33774155890470|1|337741558904701|FR|Francês
53554735671514|0|535547356715140|EN|Inglês
53554735671514|1|535547356715141|ES|Espanhol
22596810080873|0|225968100808730|EN|Inglês
14870317460514|0|148703174605140|EN|Inglês
14870317460514|1|148703174605141|PT|Português
14870317460514|2|148703174605142|ES|Espanhol
14870317460514|3|148703174605143|FR|Francês
38466621050666|0|384666210506660|AR|Árabe
38466621050666|1|384666210506661|LA|Latim
38466621050666|2|384666210506662|EN|Inglês
38466621050666|3|384666210506663|ES|Espanhol
38466621050666|4|384666210506664|FR|Francês
38466621050666|5|384666210506665|IT|Italiano
38466621050666|6|384666210506666|DE|Alemão
38466621050666|7|384666210506667|EO|Esperanto
38466621050666|8|384666210506668|PT|Português
38466621050666|9|384666210506669|EL|Grego
01228789810942|0|012287898109420|PT|Português
01228789810942|1|012287898109421|EN|Inglês
01228789810942|2|012287898109422|FR|Francês
01228789810942|3|012287898109423|ES|Espanhol
63575151206774|0|635751512067740|EN|Inglês
63575151206774|1|635751512067741|ES|Espanhol
63575151206774|2|635751512067742|FR|Francês
65096664356001|0|650966643560010|PT|Português
65096664356001|1|650966643560011|EN|Inglês
04840105642470|0|048401056424700|ES|Espanhol
04840105642470|1|048401056424701|EN|Inglês
74462585267005|0|744625852670050|EN|Inglês
74462585267005|1|744625852670051|FR|Francês
74462585267005|2|744625852670052|PT|Português
94985853966997|0|949858539669970|EN|Inglês
94985853966997|1|949858539669971|FR|Francês
94985853966997|2|949858539669972|ES|Espanhol
13206095425840|0|132060954258400|EN|Inglês
13206095425840|1|132060954258401|IT|Italiano
13206095425840|2|132060954258402|ES|Espanhol
13206095425840|3|132060954258403|FR|Francês
13206095425840|4|132060954258404|DE|Alemão
50999296977270|0|509992969772700|EN|Inglês
50999296977270|1|509992969772701|ES|Espanhol
50999296977270|2|509992969772702|FR|Francês
54218383760929|0|542183837609290|ES|Espanhol
54218383760929|1|542183837609291|EN|Inglês
54218383760929|2|542183837609292|PT|Português
24817312185223|0|248173121852230|EN|Inglês
62137910359483|0|621379103594830|PT|Português
62137910359483|1|621379103594831|EN|Inglês
22569008287637|0|225690082876370|EN|Inglês
99411482209143|0|994114822091430|EN|Inglês
99411482209143|1|994114822091431|ES|Espanhol
99411482209143|2|994114822091432|FR|Francês
99411482209143|3|994114822091433|PT|Português
90690281230643|0|906902812306430|PT|Português
90690281230643|1|906902812306431|EN|Inglês
90690281230643|2|906902812306432|ES|Espanhol
90690281230643|3|906902812306433|FR|Francês
63966326980955|0|639663269809550|EN|Inglês
63966326980955|1|639663269809551|ES|Espanhol
63966326980955|2|639663269809552|PT|Português
63966326980955|3|639663269809553|FR|Francês
87042577153246|0|870425771532460|EN|Inglês
87042577153246|1|870425771532461|ES|Espanhol
87042577153246|2|870425771532462|PT|Português
87042577153246|3|870425771532463|FR|Francês
40113518789981|0|401135187899810|ES|Espanhol
40113518789981|1|401135187899811|PT|Português
40113518789981|2|401135187899812|FR|Francês
40113518789981|3|401135187899813|EN|Inglês
40113518789981|4|401135187899814|IT|Italiano
38293706062395|0|382937060623950|ES|Espanhol
38293706062395|1|382937060623951|PT|Português
38293706062395|2|382937060623952|EN|Inglês
67123232031409|0|671232320314090|EN|Inglês
67123232031409|1|671232320314091|PT|Português
42137418158973|0|421374181589730|ES|Espanhol
42137418158973|1|421374181589731|EN|Inglês
42137418158973|2|421374181589732|FR|Francês
42137418158973|3|421374181589733|IT|Italiano
05603694791405|0|056036947914050|FR|Francês
05603694791405|1|056036947914051|EN|Inglês
05603694791405|2|056036947914052|ES|Espanhol
05603694791405|3|056036947914053|CA|Catalão
05603694791405|4|056036947914054|IT|Italiano
05603694791405|5|056036947914055|RU|Russo
81782879955327|0|817828799553270|EN|Inglês
81782879955327|1|817828799553271|FR|Francês
81782879955327|2|817828799553272|PT|Português
81782879955327|3|817828799553273|ES|Espanhol
81782879955327|4|817828799553274|IT|Italiano
52727269839328|0|527272698393280|EN|Inglês
52727269839328|1|527272698393281|ES|Espanhol
18312816221334|0|183128162213340|EN|Inglês
18312816221334|1|183128162213341|ES|Espanhol
31553018873575|0|315530188735750|EN|Inglês
31553018873575|1|315530188735751|PT|Português
31553018873575|2|315530188735752|FR|Francês
02666201616083|0|026662016160830|PT|Português
02666201616083|1|026662016160831|EN|Inglês
02666201616083|2|026662016160832|ES|Espanhol
24043881674213|0|240438816742130|EN|Inglês
24043881674213|1|240438816742131|PT|Português
82185119213857|0|821851192138570|PT|Português
82185119213857|1|821851192138571|DE|Alemão
82185119213857|2|821851192138572|EN|Inglês
82185119213857|3|821851192138573|ES|Espanhol
82185119213857|4|821851192138574|FR|Francês
82185119213857|5|821851192138575|WO|Wolof
55504392772411|0|555043927724110|EN|Inglês
55504392772411|1|555043927724111|ES|Espanhol
55504392772411|2|555043927724112|DE|Alemão
55504392772411|3|555043927724113|FR|Francês
45343862234386|0|453438622343860|EN|Inglês
45343862234386|1|453438622343861|ES|Espanhol
45343862234386|2|453438622343862|DE|Alemão
42739419247924|0|427394192479240|ES|Espanhol
42739419247924|1|427394192479241|FR|Francês
42739419247924|2|427394192479242|EN|Inglês
67765602618867|0|677656026188670|EN|Inglês
23279755124770|0|232797551247700|EN|Inglês
23279755124770|1|232797551247701|ES|Espanhol
23279755124770|2|232797551247702|DE|Alemão
38495190214216|0|384951902142160|ES|Espanhol
38495190214216|1|384951902142161|EN|Inglês
67782897233803|0|677828972338030|EN|Inglês
65457339390247|0|654573393902470|FR|Francês
65457339390247|1|654573393902471|PT|Português
65457339390247|2|654573393902472|EN|Inglês
07520004470578|0|075200044705780|ES|Espanhol
07520004470578|1|075200044705781|EN|Inglês
07520004470578|2|075200044705782|DE|Alemão
42324641763252|0|423246417632520|ES|Espanhol
42324641763252|1|423246417632521|EN|Inglês
42324641763252|2|423246417632522|IT|Italiano
42324641763252|3|423246417632523|PT|Português
45124278158868|0|451242781588680|EN|Inglês
45124278158868|1|451242781588681|ES|Espanhol
44822789606663|0|448227896066630|EN|Inglês
44822789606663|1|448227896066631|ES|Espanhol
32604239081900|0|326042390819000|PT|Português
32604239081900|1|326042390819001|ES|Espanhol
32604239081900|2|326042390819002|EN|Inglês
32604239081900|3|326042390819003|FR|Francês
32604239081900|4|326042390819004|DE|Alemão
32604239081900|5|326042390819005|KO|Coreano
22902706072097|0|229027060720970|EN|Inglês
22902706072097|1|229027060720971|ES|Espanhol
43896248513664|0|438962485136640|EN|Inglês
43896248513664|1|438962485136641|FR|Francês
43896248513664|2|438962485136642|ES|Espanhol
30521328160037|0|305213281600370|EN|Inglês
30521328160037|1|305213281600371|FR|Francês
40616806258461|0|406168062584610|EN|Inglês
40616806258461|1|406168062584611|ES|Espanhol
58841106279116|0|588411062791160|EN|Inglês
58841106279116|1|588411062791161|PT|Português
58841106279116|2|588411062791162|FR|Francês
94348610492496|0|943486104924960|EN|Inglês
94348610492496|1|943486104924961|PT|Português
80856454536056|0|808564545360560|FR|Francês
80856454536056|1|808564545360561|ES|Espanhol
80856454536056|2|808564545360562|EN|Inglês
02314954133011|0|023149541330110|ES|Espanhol
02314954133011|1|023149541330111|FR|Francês
02314954133011|2|023149541330112|EN|Inglês
32327416299928|0|323274162999280|ES|Espanhol
32327416299928|1|323274162999281|FR|Francês
32327416299928|2|323274162999282|EN|Inglês
32327416299928|3|323274162999283|IT|Italiano
25948497548219|0|259484975482190|EN|Inglês
25948497548219|1|259484975482191|ES|Espanhol
